experience_level,employment_type,remote_ratio,company_size,job_title_freq,employee_residence_top,company_location_top,inflation_adj_salary
Entry level,Full-time,On-site,Small,Data Scientist,United States,United States,121125.767364
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,123186.73499999997
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,107118.89999999998
Executive level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,210738.01129919998
Mid/ Intermediate level,Full-time,Remote,Large,ML Engineer,Other,United States,86766.309
Senior,Full-time,On-site,Medium,Data Scientist,Spain,Spain,53593.160338
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,114402.98519999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,177817.37399999998
Executive level,Full-time,Hybrid,Large,AI/ DS Executive,Canada,Canada,225279.179658778
Mid/ Intermediate level,Full-time,Hybrid,Large,BI Analyst,Canada,Canada,81100.12928420199
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,178888.563
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United Kingdom,United Kingdom,122780.47866102199
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,170426.16989999995
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,172422.0092448
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,206739.47699999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Other,Other,53593.160338
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,228784.54661999995
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,157464.783
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,72223.25892860399
Mid/ Intermediate level,Full-time,Remote,Small,Data Scientist,United States,United States,99928.7580753
Mid/ Intermediate level,Full-time,On-site,Small,Data Analyst,United States,United States,67099.27896
Senior,Full-time,Remote,Large,Data Scientist,Other,United States,83878.54737293995
Entry level,Full-time,Hybrid,Medium,Data Scientist,France,France,60278.266733528326
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,United States,United States,181630.80683999998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,112099.92884999998
Executive level,Full-time,On-site,Large,AI/ DS Executive,Other,Other,124348.917364
Mid/ Intermediate level,Full-time,Hybrid,Large,BI Analyst,Other,Other,52848.2898797
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,80339.17499999999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,108336.0614959
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,294576.975
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,134122.20356807997
Senior,Full-time,On-site,Medium,AI/ DS Executive,United Kingdom,United Kingdom,80958.53453199999
Senior,Full-time,Remote,Medium,ML Engineer,Canada,Canada,219604.88047679997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,123186.73499999997
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,308502.432
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,173833.4078712
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,150394.93559999997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,164320.3926
Entry level,Full-time,Remote,Large,Data Engineer,Other,Other,70254.792104672
Entry level,Full-time,Remote,Medium,AI/ ML Researcher,United Kingdom,United Kingdom,66590.51999999999
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,United Kingdom,United Kingdom,128127.929374
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Analyst,India,India,20524.187665946156
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,235661.57999999996
Entry level,Full-time,Remote,Large,Data Scientist,Canada,Canada,57437.653026
Entry level,Full-time,On-site,Large,AI Engineer,India,Other,77688.94
Senior,Full-time,On-site,Large,Data Engineer,United States,United States,115688.41199999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,134198.55792
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,247573.20168
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,180388.22759999998
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,122082.62
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,Other,Other,107640.28237912865
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,196563.18149999998
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,214237.79999999996
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,80923.019588
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,134314.246332
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,203525.90999999997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,185194.0099296
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,179102.80079999997
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,186653.99768904
Senior,Full-time,Remote,Large,Data Engineer,United States,United States,151898.88495599997
Mid/ Intermediate level,Full-time,On-site,Medium,BI Analyst,United States,United States,120127.69104092063
Executive level,Full-time,On-site,Medium,Data Engineer,United States,United States,235661.57999999996
Entry level,Full-time,Remote,Medium,AI Engineer,United States,United States,84788.0371548
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,133898.62499999997
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,United States,United States,187458.07499999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,115688.41199999998
Senior,Contractor,Remote,Medium,Data Analyst,United States,United States,104119.57079999999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,152708.70383999997
Senior,Full-time,On-site,Medium,Data Engineer,Other,Other,86277.03279672399
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,119973.16799999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,138670.158714752
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,132827.436
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,143325.08819999997
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,217986.96149999995
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,171390.24
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,Other,Other,36976.20637088
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,139254.56999999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,167533.95959999997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,246555.14365439996
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,74983.23
Entry level,Full-time,Hybrid,Large,Data Scientist,United States,United States,70252.94507111999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,43334.42459835999
Senior,Full-time,On-site,Medium,ML Engineer,Other,Other,42874.306302
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United Kingdom,United Kingdom,120979.437052
Entry level,Full-time,Remote,Large,BI Analyst,Other,Other,71759.37881168656
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,237161.2446
Mid/ Intermediate level,Full-time,Remote,Small,ML Engineer,India,Germany,77412.589342
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,221514.38687699995
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,118117.86865199999
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,104119.57079999999
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,252800.60399999996
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Spain,Spain,65502.87484
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,139254.56999999998
Entry level,Full-time,Remote,Large,Data Analyst,Other,Other,58655.149699999994
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,235163.477115
Senior,Full-time,Remote,Large,Data Scientist,United States,United States,204768.48923999997
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,79446.05406266199
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,181030.941
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,224146.29824999996
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,194956.398
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,155322.405
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,172144.35705599998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,157571.90189999997
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,186258.34331999999
Senior,Full-time,Hybrid,Large,Data Engineer,United States,United States,302814.4184099999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,158486.18313528
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,139254.56999999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,141718.30469999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,145681.704
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,80339.17499999999
Senior,Full-time,Remote,Medium,ML Engineer,Canada,Canada,215381.7096984
Entry level,Full-time,Remote,Medium,Data Analyst,United States,United States,101762.95499999999
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,130582.22385599997
Mid/ Intermediate level,Full-time,Hybrid,Medium,ML Engineer,United States,United States,200140.95275999996
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,185558.42842739998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,69413.0472
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,202454.721
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,152108.838
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,183944.57507999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,124739.95904999999
Senior,Full-time,Remote,Medium,ML Engineer,France,France,83366.891672
Senior,Full-time,Remote,Medium,ML Engineer,Canada,Canada,298547.498
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,251729.41499999995
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,148895.27099999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,109261.27799999998
Senior,Full-time,Remote,Small,Data Scientist,United States,United States,232900.62548749914
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,123786.60084
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,215308.98899999994
Senior,Full-time,Remote,Medium,BI Analyst,United States,United States,161963.77679999996
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,250118.34674399998
Senior,Full-time,Remote,Medium,Data Engineer,Other,Other,158368.90419
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,117504.72006839998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,69413.0472
Senior,Full-time,Remote,Large,Data Scientist,United States,United States,190885.87979999997
Entry level,Full-time,On-site,Large,Data Scientist,India,India,10795.433134
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,125436.23189999998
Senior,Full-time,On-site,Medium,AI/ ML Researcher,United States,United States,148895.27099999998
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,248604.60799999998
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,Canada,Canada,90110.73338111599
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,214237.79999999996
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,191140.39430639998
